close_id,fund_id,fund_name,partner_id,close_number,scheduled_close_date,close_status,total_committed_aum
5f93b35c-d166-47c1-9d16-660462518285,9e6c9fc3-ef59-4f10-a46f-eb597ba4e306,Brockton Growth Fund 2025,6ec4d299-dd92-4489-90d5-b8fbde704fee,3,2025-02-25,completed,397560000
661b007a-78f9-493c-9c68-0035024b417a,ac9c803a-b90b-4efa-992e-dce8a379945d,Cavendish Credit Fund 2024,fccd4c9b-212a-40e2-855c-9633c65670f0,1,2024-10-02,completed,34340000
7643e633-adde-4d6f-b4ee-75bc3af94191,ac9c803a-b90b-4efa-992e-dce8a379945d,Cavendish Credit Fund 2024,fccd4c9b-212a-40e2-855c-9633c65670f0,2,2025-01-15,completed,454720000
deb0cc79-29d7-4657-9ff0-27c800a6967b,ac9c803a-b90b-4efa-992e-dce8a379945d,Cavendish Credit Fund 2024,fccd4c9b-212a-40e2-855c-9633c65670f0,3,2025-04-20,completed,37790000
4af3e0ae-7f23-4d2e-ab0c-ff5f78d90c19,ac9c803a-b90b-4efa-992e-dce8a379945d,Cavendish Credit Fund 2024,fccd4c9b-212a-40e2-855c-9633c65670f0,4,2025-10-12,completed,10080000
6ed3f428-badb-4ead-b77d-2ef1cd1ef079,85bdea0c-a73d-47b3-9e10-2791b6c3acb4,Kingsley Income Fund 2022,85581e80-3fa0-46ac-9438-85df07abd128,1,2026-02-07,completed,460450000
71638d3b-8e64-4544-9c16-aa642ef2a1e5,85bdea0c-a73d-47b3-9e10-2791b6c3acb4,Kingsley Income Fund 2022,85581e80-3fa0-46ac-9438-85df07abd128,2,2026-06-03,upcoming,336950000
c4e327e0-bf13-4c92-8177-54a01c06a1e2,5d8ce0e7-46d2-4bec-b4af-ffecc3bfdc87,Kingsley Real Estate Fund 2023,85581e80-3fa0-46ac-9438-85df07abd128,1,2025-12-27,completed,77050000
e72927bd-f6ec-432c-b084-93a0cf00c3ee,5d8ce0e7-46d2-4bec-b4af-ffecc3bfdc87,Kingsley Real Estate Fund 2023,85581e80-3fa0-46ac-9438-85df07abd128,2,2026-05-01,upcoming,84480000
a86261fc-4b48-4a4b-b7d8-8a58d3ca7d35,dc564014-8537-4bdb-bc94-f9a42c95c19e,Norbury Growth Fund 2025,b7499d6b-07f6-4eb5-b249-734839ce7d36,1,2026-01-05,completed,308410000
c11f8071-caa0-4bd9-9cd6-5e9e32e2ae19,dc564014-8537-4bdb-bc94-f9a42c95c19e,Norbury Growth Fund 2025,b7499d6b-07f6-4eb5-b249-734839ce7d36,2,2026-02-27,upcoming,382810000
18a7e230-56f3-4bdb-8258-518c8d602164,dc564014-8537-4bdb-bc94-f9a42c95c19e,Norbury Growth Fund 2025,b7499d6b-07f6-4eb5-b249-734839ce7d36,3,2026-11-12,upcoming,144520000
5cb26780-ab79-468f-a4d8-e512a602119f,dc564014-8537-4bdb-bc94-f9a42c95c19e,Norbury Growth Fund 2025,b7499d6b-07f6-4eb5-b249-734839ce7d36,4,2027-04-19,cancelled,364050000
fb34599d-0aba-490a-a388-5c583f392f7e,8ac244e7-d0f3-4d1a-ab7f-677e25860c8b,Brockton Infrastructure Fund 2025,6ec4d299-dd92-4489-90d5-b8fbde704fee,1,2024-06-13,completed,426390000
35ae804e-5889-45f4-9af0-e73ca686b3a0,8ac244e7-d0f3-4d1a-ab7f-677e25860c8b,Brockton Infrastructure Fund 2025,6ec4d299-dd92-4489-90d5-b8fbde704fee,2,2024-11-10,completed,186400000
2cef91ba-558b-4918-bd09-606b9230f441,8ac244e7-d0f3-4d1a-ab7f-677e25860c8b,Brockton Infrastructure Fund 2025,6ec4d299-dd92-4489-90d5-b8fbde704fee,3,2025-04-24,completed,96640000
716eb227-1fa7-44ab-a3e9-c18074710a9a,8ac244e7-d0f3-4d1a-ab7f-677e25860c8b,Brockton Infrastructure Fund 2025,6ec4d299-dd92-4489-90d5-b8fbde704fee,4,2025-10-17,completed,479090000
ac6c4436-5398-4070-b23b-30647423e8ad,294d9ba3-f742-4eaa-87cf-ba60630e0b66,Brockton Credit Fund 2025,6ec4d299-dd92-4489-90d5-b8fbde704fee,1,2026-12-19,upcoming,259550000
a9e72e5e-f5a2-45e8-ba44-1c48f8070f5c,294d9ba3-f742-4eaa-87cf-ba60630e0b66,Brockton Credit Fund 2025,6ec4d299-dd92-4489-90d5-b8fbde704fee,2,2027-05-10,upcoming,66190000
bdea2c19-49a8-45ad-939e-7b8d609f7e0e,294d9ba3-f742-4eaa-87cf-ba60630e0b66,Brockton Credit Fund 2025,6ec4d299-dd92-4489-90d5-b8fbde704fee,3,2027-08-22,upcoming,183820000
9436be9c-bd28-4e2c-8f7a-ccf813e94ebd,62a5737b-0dfc-4210-9831-19034eb4b576,Ashford Income Fund 2025,329b3776-ad36-4f85-b9df-772610528241,1,2025-04-12,completed,362460000
2facb909-e47a-47a2-ad01-763815e4a19f,62a5737b-0dfc-4210-9831-19034eb4b576,Ashford Income Fund 2025,329b3776-ad36-4f85-b9df-772610528241,2,2025-07-21,completed,167420000
ee66a0ad-11b2-49eb-914d-bdaafe365b4c,62a5737b-0dfc-4210-9831-19034eb4b576,Ashford Income Fund 2025,329b3776-ad36-4f85-b9df-772610528241,3,2025-11-02,completed,195470000
786a6b2d-8469-4374-99aa-2280693534c8,62a5737b-0dfc-4210-9831-19034eb4b576,Ashford Income Fund 2025,329b3776-ad36-4f85-b9df-772610528241,4,2026-03-30,completed,302190000
a36d3548-cb2d-46a0-bb57-0c39b6280240,abff66b3-ab89-4aef-9755-6916486d2c8e,Foxmore Growth Fund 2024,009d2e3a-fdcd-4ffa-8915-fb8f9cff49e4,1,2025-10-20,completed,488210000
555a7bbc-ffa8-46b6-806e-38ecf0b9f576,abff66b3-ab89-4aef-9755-6916486d2c8e,Foxmore Growth Fund 2024,009d2e3a-fdcd-4ffa-8915-fb8f9cff49e4,2,2026-03-15,completed,116810000
476ef0f3-a258-4b4c-8c79-2bae6a902592,abff66b3-ab89-4aef-9755-6916486d2c8e,Foxmore Growth Fund 2024,009d2e3a-fdcd-4ffa-8915-fb8f9cff49e4,3,2026-08-04,upcoming,98450000
832f2c83-2e0d-4dc2-b20a-0ddccb50266e,abff66b3-ab89-4aef-9755-6916486d2c8e,Foxmore Growth Fund 2024,009d2e3a-fdcd-4ffa-8915-fb8f9cff49e4,4,2026-11-10,upcoming,469850000
cd783741-d07f-4f3c-b461-12177f8da5a9,23b55a6a-f07d-4031-8ee4-3b2271925865,Brockton Real Estate Fund 2026,6ec4d299-dd92-4489-90d5-b8fbde704fee,1,2026-06-15,cancelled,338710000
34ba1c18-d8ec-4e47-bcd1-7a703d62da5a,23b55a6a-f07d-4031-8ee4-3b2271925865,Brockton Real Estate Fund 2026,6ec4d299-dd92-4489-90d5-b8fbde704fee,2,2026-12-08,upcoming,330980000
